,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,dayofweek,hour,month,year
43,1,0,0,1,12.3,13.635,39,23.9994,22,6,20,1,2011
44,1,0,0,1,10.66,11.365,44,22.0028,31,6,21,1,2011
45,1,0,0,1,9.84,10.605,44,19.9995,9,6,22,1,2011
46,1,0,0,1,9.02,11.365,47,11.0014,8,6,23,1,2011
47,1,0,1,1,9.02,9.85,44,23.9994,5,0,0,1,2011
48,1,0,1,1,8.2,8.335,44,27.9993,2,0,1,1,2011
49,1,0,1,1,6.56,6.82,47,26.0027,1,0,4,1,2011
50,1,0,1,1,6.56,6.82,47,19.0012,3,0,5,1,2011
51,1,0,1,1,5.74,5.305,50,26.0027,30,0,6,1,2011
52,1,0,1,1,5.74,6.82,50,12.998,64,0,7,1,2011
53,1,0,1,1,5.74,6.06,50,19.0012,154,0,8,1,2011
54,1,0,1,1,6.56,6.82,43,26.0027,88,0,9,1,2011
55,1,0,1,1,7.38,8.335,43,16.9979,44,0,10,1,2011
56,1,0,1,1,8.2,9.09,40,22.0028,51,0,11,1,2011
57,1,0,1,1,9.02,10.605,35,19.9995,61,0,12,1,2011
58,1,0,1,1,9.84,10.605,35,19.0012,61,0,13,1,2011
59,1,0,1,1,10.66,12.12,30,19.0012,77,0,14,1,2011
60,1,0,1,1,10.66,12.12,30,16.9979,72,0,15,1,2011
61,1,0,1,1,10.66,12.12,30,16.9979,76,0,16,1,2011
62,1,0,1,1,9.84,11.365,30,15.0013,157,0,17,1,2011
63,1,0,1,1,9.84,12.88,32,7.0015,157,0,18,1,2011
64,1,0,1,1,8.2,12.88,47,0.0,110,0,19,1,2011
65,1,0,1,1,8.2,11.365,47,7.0015,52,0,20,1,2011
66,1,0,1,1,7.38,9.85,64,8.9981,52,0,21,1,2011
67,1,0,1,1,5.74,7.575,69,8.9981,20,0,22,1,2011
68,1,0,1,1,7.38,10.605,55,7.0015,12,0,23,1,2011
69,1,0,1,1,6.56,9.09,55,7.0015,5,1,0,1,2011
70,1,0,1,1,6.56,9.09,59,7.0015,2,1,1,1,2011
71,1,0,1,1,5.74,7.575,63,8.9981,1,1,2,1,2011
72,1,0,1,1,5.74,9.09,63,6.0032,2,1,4,1,2011
73,1,0,1,1,4.92,7.575,68,7.0015,4,1,5,1,2011
74,1,0,1,1,4.92,7.575,74,7.0015,36,1,6,1,2011
75,1,0,1,1,4.92,7.575,74,8.9981,94,1,7,1,2011
76,1,0,1,1,5.74,7.575,69,11.0014,179,1,8,1,2011
77,1,0,1,1,6.56,7.575,64,15.0013,100,1,9,1,2011
78,1,0,1,2,6.56,6.82,69,22.0028,42,1,10,1,2011
79,1,0,1,1,9.02,10.605,51,19.9995,57,1,11,1,2011
80,1,0,1,1,9.02,11.365,51,11.0014,78,1,12,1,2011
81,1,0,1,1,9.84,11.365,56,12.998,97,1,13,1,2011
82,1,0,1,1,10.66,12.88,52,15.0013,63,1,14,1,2011
83,1,0,1,1,11.48,13.635,52,16.9979,65,1,15,1,2011
84,1,0,1,1,12.3,14.395,49,16.9979,83,1,16,1,2011
85,1,0,1,1,11.48,13.635,48,15.0013,212,1,17,1,2011
86,1,0,1,1,10.66,12.88,48,12.998,182,1,18,1,2011
87,1,0,1,1,9.84,12.88,48,7.0015,112,1,19,1,2011
88,1,0,1,1,9.84,12.88,48,7.0015,54,1,20,1,2011
89,1,0,1,1,9.02,13.635,64,0.0,48,1,21,1,2011
90,1,0,1,1,9.02,12.88,64,6.0032,35,1,22,1,2011
91,1,0,1,1,8.2,11.365,69,6.0032,11,1,23,1,2011
92,1,0,1,1,8.2,12.88,64,0.0,6,2,0,1,2011
93,1,0,1,1,6.56,9.85,74,6.0032,6,2,1,1,2011
94,1,0,1,1,6.56,9.85,74,6.0032,2,2,2,1,2011
95,1,0,1,1,9.84,11.365,48,15.0013,2,2,4,1,2011
96,1,0,1,1,9.02,11.365,47,11.0014,3,2,5,1,2011
97,1,0,1,1,8.2,9.85,47,15.0013,33,2,6,1,2011
98,1,0,1,1,7.38,9.09,43,12.998,88,2,7,1,2011
99,1,0,1,1,8.2,9.09,40,19.9995,195,2,8,1,2011
100,1,0,1,1,9.02,9.85,37,22.0028,115,2,9,1,2011
101,1,0,1,1,9.02,9.85,37,22.0028,57,2,10,1,2011
102,1,0,1,1,10.66,11.365,33,22.0028,46,2,11,1,2011
103,1,0,1,1,10.66,11.365,33,22.0028,79,2,12,1,2011
104,1,0,1,1,11.48,12.88,30,19.9995,71,2,13,1,2011
105,1,0,1,1,12.3,14.395,28,12.998,62,2,14,1,2011
106,1,0,1,1,12.3,14.395,28,12.998,62,2,15,1,2011
107,1,0,1,1,12.3,15.91,28,6.0032,89,2,16,1,2011
108,1,0,1,1,9.84,11.365,38,12.998,190,2,17,1,2011
109,1,0,1,1,9.84,12.12,38,8.9981,169,2,18,1,2011
110,1,0,1,1,9.84,12.88,38,7.0015,132,2,19,1,2011
111,1,0,1,1,9.02,11.365,47,11.0014,89,2,20,1,2011
112,1,0,1,1,8.2,9.85,51,12.998,43,2,21,1,2011
113,1,0,1,1,7.38,9.85,55,8.9981,42,2,22,1,2011
114,1,0,1,1,8.2,12.88,47,0.0,19,2,23,1,2011
115,1,0,1,1,7.38,12.12,55,0.0,11,3,0,1,2011
116,1,0,1,1,6.56,11.365,64,0.0,4,3,1,1,2011
117,1,0,1,1,6.56,11.365,64,0.0,2,3,2,1,2011
118,1,0,1,2,6.56,9.85,64,6.0032,1,3,4,1,2011
119,1,0,1,2,5.74,9.09,69,6.0032,4,3,5,1,2011
120,1,0,1,2,5.74,8.335,63,7.0015,36,3,6,1,2011
121,1,0,1,2,6.56,11.365,59,0.0,95,3,7,1,2011
122,1,0,1,1,6.56,11.365,59,0.0,219,3,8,1,2011
123,1,0,1,2,7.38,12.12,51,0.0,122,3,9,1,2011
124,1,0,1,1,8.2,12.88,47,0.0,45,3,10,1,2011
125,1,0,1,1,9.02,12.88,44,6.0032,59,3,11,1,2011
126,1,0,1,1,10.66,14.395,35,0.0,84,3,12,1,2011
127,1,0,1,1,10.66,13.635,35,7.0015,67,3,13,1,2011
128,1,0,1,1,11.48,13.635,36,11.0014,70,3,14,1,2011
129,1,0,1,1,11.48,13.635,36,0.0,62,3,15,1,2011
130,1,0,1,1,10.66,12.88,38,11.0014,86,3,16,1,2011
131,1,0,1,1,9.02,11.365,51,11.0014,172,3,17,1,2011
132,1,0,1,1,9.02,11.365,51,8.9981,163,3,18,1,2011
133,1,0,1,1,9.02,12.88,55,6.0032,112,3,19,1,2011
134,1,0,1,1,8.2,10.605,51,11.0014,69,3,20,1,2011
135,1,0,1,2,9.02,10.605,55,15.0013,48,3,21,1,2011
136,1,0,1,2,9.02,10.605,51,19.0012,52,3,22,1,2011
137,1,0,1,2,8.2,9.85,59,12.998,23,3,23,1,2011
138,1,0,1,2,8.2,9.85,64,12.998,17,4,0,1,2011
139,1,0,1,2,8.2,9.85,69,15.0013,7,4,1,1,2011
140,1,0,1,2,8.2,9.85,69,15.0013,1,4,2,1,2011
141,1,0,1,2,8.2,10.605,69,8.9981,1,4,4,1,2011
142,1,0,1,3,9.02,13.635,55,0.0,5,4,5,1,2011
143,1,0,1,2,8.2,12.88,69,0.0,34,4,6,1,2011
144,1,0,1,1,8.2,10.605,69,8.9981,84,4,7,1,2011
145,1,0,1,1,8.2,9.85,51,16.9979,210,4,8,1,2011
146,1,0,1,1,8.2,9.09,47,19.9995,134,4,9,1,2011
147,1,0,1,1,9.02,9.85,37,22.0028,63,4,10,1,2011
148,1,0,1,2,8.2,9.85,40,15.0013,67,4,11,1,2011
149,1,0,1,2,8.2,9.85,37,16.9979,59,4,12,1,2011
150,1,0,1,2,8.2,9.09,37,19.0012,73,4,13,1,2011
151,1,0,1,2,8.2,9.85,40,16.9979,50,4,14,1,2011
152,1,0,1,2,8.2,10.605,37,11.0014,72,4,15,1,2011
153,1,0,1,2,8.2,10.605,37,11.0014,87,4,16,1,2011
154,1,0,1,2,8.2,12.88,37,0.0,187,4,17,1,2011
155,1,0,1,1,8.2,11.365,40,6.0032,123,4,18,1,2011
156,1,0,1,1,6.56,9.85,55,6.0032,95,4,19,1,2011
157,1,0,1,1,7.38,10.605,47,7.0015,51,4,20,1,2011
158,1,0,1,1,7.38,9.85,47,8.9981,39,4,21,1,2011
159,1,0,1,2,7.38,9.85,43,11.0014,36,4,22,1,2011
160,1,0,1,2,7.38,9.85,51,11.0014,15,4,23,1,2011
161,1,0,0,2,7.38,9.85,51,11.0014,25,5,0,1,2011
162,1,0,0,2,7.38,10.605,55,6.0032,16,5,1,1,2011
163,1,0,0,2,7.38,12.12,55,0.0,16,5,2,1,2011
164,1,0,0,3,7.38,9.85,55,11.0014,7,5,3,1,2011
165,1,0,0,3,7.38,9.85,55,11.0014,1,5,4,1,2011
166,1,0,0,2,6.56,8.335,74,11.0014,5,5,5,1,2011
167,1,0,0,2,6.56,8.335,74,11.0014,2,5,6,1,2011
168,1,0,0,2,6.56,9.09,74,7.0015,9,5,7,1,2011
169,1,0,0,3,6.56,9.09,93,7.0015,15,5,8,1,2011
170,1,0,0,3,6.56,9.09,93,7.0015,20,5,9,1,2011
171,1,0,0,2,7.38,9.85,80,11.0014,61,5,10,1,2011
172,1,0,0,2,8.2,9.09,69,26.0027,62,5,11,1,2011
173,1,0,0,2,8.2,9.09,59,23.9994,98,5,12,1,2011
174,1,0,0,1,8.2,9.09,44,22.0028,102,5,13,1,2011
175,1,0,0,1,8.2,8.335,32,32.9975,95,5,14,1,2011
176,1,0,0,1,8.2,8.335,32,30.0026,74,5,15,1,2011
177,1,0,0,1,7.38,6.82,29,30.0026,76,5,16,1,2011
178,1,0,0,1,6.56,6.06,37,36.9974,69,5,17,1,2011
179,1,0,0,1,5.74,6.06,39,19.9995,55,5,18,1,2011
180,1,0,0,1,5.74,6.06,36,16.9979,30,5,19,1,2011
181,1,0,0,1,4.92,6.06,36,16.9979,28,5,20,1,2011
182,1,0,0,1,4.92,5.305,39,23.9994,37,5,21,1,2011
183,1,0,0,1,4.92,5.305,36,26.0027,34,5,22,1,2011
184,1,0,0,1,4.1,3.03,39,30.0026,22,5,23,1,2011
185,1,0,0,1,4.1,3.79,42,26.0027,25,6,0,1,2011
186,1,0,0,1,4.1,3.03,42,31.0009,12,6,1,1,2011
187,1,0,0,1,4.1,3.03,46,31.0009,11,6,2,1,2011
188,1,0,0,1,4.1,3.79,46,27.9993,4,6,3,1,2011
189,1,0,0,1,3.28,4.545,53,12.998,1,6,4,1,2011
190,1,0,0,1,3.28,4.545,53,12.998,1,6,5,1,2011
191,1,0,0,1,4.1,4.545,49,19.0012,1,6,6,1,2011
192,1,0,0,1,3.28,4.545,53,12.998,6,6,7,1,2011
193,1,0,0,1,4.1,4.545,49,19.0012,10,6,8,1,2011
194,1,0,0,1,4.92,3.79,46,35.0008,19,6,9,1,2011
195,1,0,0,1,5.74,5.305,43,26.0027,49,6,10,1,2011
196,1,0,0,1,6.56,6.06,40,35.0008,49,6,11,1,2011
197,1,0,0,1,7.38,6.82,37,30.0026,83,6,12,1,2011
198,1,0,0,1,8.2,8.335,34,30.0026,75,6,13,1,2011
199,1,0,0,1,9.02,9.09,32,31.0009,72,6,14,1,2011
200,1,0,0,1,9.02,9.85,35,23.9994,82,6,15,1,2011
201,1,0,0,1,8.2,8.335,34,30.0026,92,6,16,1,2011
202,1,0,0,1,7.38,7.575,37,26.0027,62,6,17,1,2011
203,1,0,0,1,6.56,6.82,40,22.0028,48,6,18,1,2011
204,1,0,0,1,6.56,6.82,43,22.0028,41,6,19,1,2011
205,1,0,0,1,5.74,6.06,46,16.9979,38,6,20,1,2011
206,1,0,0,1,5.74,5.305,46,27.9993,20,6,21,1,2011
207,1,0,0,1,5.74,6.06,46,19.9995,15,6,22,1,2011
208,1,0,0,1,4.92,6.82,50,12.998,6,6,23,1,2011
209,1,0,1,1,4.92,6.06,50,19.0012,5,0,0,1,2011
210,1,0,1,1,4.92,6.06,50,19.0012,1,0,1,1,2011
211,1,0,1,1,4.92,6.06,50,15.0013,3,0,2,1,2011
212,1,0,1,1,4.92,6.06,50,15.0013,1,0,3,1,2011
213,1,0,1,1,4.1,6.06,54,8.9981,3,0,4,1,2011
214,1,0,1,1,4.1,5.305,54,16.9979,3,0,5,1,2011
215,1,0,1,1,4.92,6.06,50,19.0012,31,0,6,1,2011
216,1,0,1,1,4.92,6.06,50,15.0013,77,0,7,1,2011
217,1,0,1,2,4.92,6.06,50,19.0012,188,0,8,1,2011
218,1,0,1,2,5.74,6.06,50,16.9979,94,0,9,1,2011
219,1,0,1,2,5.74,6.06,50,19.9995,31,0,10,1,2011
220,1,0,1,2,6.56,6.82,47,19.0012,30,0,11,1,2011
221,1,0,1,2,8.2,9.09,40,19.0012,52,0,12,1,2011
222,1,0,1,2,8.2,9.09,40,19.0012,54,0,13,1,2011
223,1,0,1,2,8.2,9.85,40,15.0013,47,0,14,1,2011
224,1,0,1,2,8.2,9.85,40,15.0013,45,0,15,1,2011
225,1,0,1,1,8.2,10.605,40,8.9981,74,0,16,1,2011
226,1,0,1,1,8.2,11.365,40,7.0015,178,0,17,1,2011
227,1,0,1,1,8.2,9.85,40,15.0013,155,0,18,1,2011
228,1,0,1,1,6.56,8.335,47,11.0014,95,0,19,1,2011
229,1,0,1,1,6.56,8.335,50,11.0014,74,0,20,1,2011
230,1,0,1,1,5.74,6.82,59,12.998,38,0,21,1,2011
231,1,0,1,1,5.74,7.575,59,11.0014,24,0,22,1,2011
232,1,0,1,1,5.74,7.575,59,11.0014,18,0,23,1,2011
233,1,0,1,1,5.74,8.335,59,7.0015,12,1,0,1,2011
234,1,0,1,1,5.74,7.575,59,11.0014,3,1,1,1,2011
235,1,0,1,2,6.56,7.575,55,12.998,3,1,2,1,2011
236,1,0,1,2,6.56,9.09,55,8.9981,6,1,5,1,2011
237,1,0,1,2,6.56,9.09,55,8.9981,27,1,6,1,2011
238,1,0,1,2,6.56,11.365,55,0.0,99,1,7,1,2011
239,1,0,1,2,7.38,10.605,51,6.0032,217,1,8,1,2011
240,1,0,1,2,7.38,9.85,51,11.0014,130,1,9,1,2011
241,1,0,1,2,8.2,10.605,51,11.0014,54,1,10,1,2011
242,1,0,1,2,8.2,10.605,47,8.9981,35,1,11,1,2011
243,1,0,1,2,8.2,11.365,51,7.0015,57,1,12,1,2011
244,1,0,1,2,8.2,11.365,59,6.0032,52,1,13,1,2011
245,1,0,1,2,8.2,11.365,59,6.0032,63,1,14,1,2011
246,1,0,1,2,6.56,9.85,80,6.0032,47,1,15,1,2011
247,1,0,1,2,6.56,7.575,86,15.0013,76,1,16,1,2011
248,1,0,1,2,6.56,7.575,86,15.0013,136,1,17,1,2011
249,1,0,1,3,6.56,9.09,93,7.0015,95,1,18,1,2011
250,1,0,1,3,6.56,11.365,93,0.0,51,1,19,1,2011
251,1,0,1,3,6.56,7.575,93,12.998,32,1,20,1,2011
252,1,0,1,3,6.56,9.85,86,6.0032,20,1,21,1,2011
253,1,0,1,3,6.56,9.09,93,7.0015,29,1,22,1,2011
254,1,0,1,3,6.56,9.85,93,6.0032,19,1,23,1,2011
255,1,0,1,2,6.56,9.85,86,6.0032,7,2,0,1,2011
256,1,0,1,2,6.56,9.09,86,7.0015,6,2,1,1,2011
257,1,0,1,1,5.74,7.575,86,8.9981,1,2,2,1,2011
258,1,0,1,1,5.74,7.575,86,11.0014,5,2,5,1,2011
259,1,0,1,1,4.92,7.575,93,8.9981,16,2,6,1,2011
260,1,0,1,1,5.74,7.575,69,8.9981,54,2,7,1,2011
261,1,0,1,1,6.56,8.335,59,11.0014,128,2,8,1,2011
262,1,0,1,1,6.56,6.82,59,22.0028,81,2,9,1,2011
263,1,0,1,1,7.38,9.09,55,15.0013,39,2,10,1,2011
264,1,0,1,1,8.2,9.09,51,26.0027,35,2,11,1,2011
265,1,0,1,1,8.2,7.575,47,39.0007,55,2,12,1,2011
266,1,0,1,1,9.02,9.85,44,23.9994,49,2,13,1,2011
267,1,0,1,1,8.2,9.09,47,22.0028,44,2,14,1,2011
268,1,0,1,1,8.2,8.335,47,27.9993,49,2,15,1,2011
269,1,0,1,1,9.02,9.85,44,22.0028,68,2,16,1,2011
270,1,0,1,1,8.2,9.09,47,23.9994,139,2,17,1,2011
271,1,0,1,1,8.2,7.575,47,35.0008,137,2,18,1,2011
272,1,0,1,1,7.38,7.575,47,27.9993,83,2,19,1,2011
273,1,0,1,1,6.56,6.82,50,22.0028,56,2,20,1,2011
274,1,0,1,1,6.56,6.82,55,22.0028,57,2,21,1,2011
275,1,0,1,1,6.56,6.06,55,30.0026,33,2,22,1,2011
276,1,0,1,1,5.74,5.305,59,27.9993,20,2,23,1,2011
277,1,0,1,1,5.74,6.06,59,19.0012,7,3,0,1,2011
278,1,0,1,1,5.74,6.06,50,19.0012,2,3,1,1,2011
279,1,0,1,1,5.74,6.06,50,23.9994,2,3,2,1,2011
280,1,0,1,1,5.74,6.06,50,22.0028,3,3,3,1,2011
281,1,0,1,1,5.74,6.06,50,16.9979,4,3,4,1,2011
282,1,0,1,1,5.74,6.06,50,19.9995,3,3,5,1,2011
283,1,0,1,1,4.92,7.575,54,8.9981,28,3,6,1,2011
284,1,0,1,1,4.92,7.575,54,8.9981,72,3,7,1,2011
285,1,0,1,1,5.74,6.82,50,12.998,202,3,8,1,2011
286,1,0,1,1,5.74,6.06,50,22.0028,139,3,9,1,2011
287,1,0,1,2,6.56,6.82,50,23.9994,38,3,10,1,2011
288,1,0,1,2,8.2,8.335,44,30.0026,37,3,11,1,2011
289,1,0,1,1,8.2,8.335,44,27.9993,52,3,12,1,2011
290,1,0,1,1,9.02,9.85,41,30.0026,83,3,13,1,2011
291,1,0,1,1,9.02,9.85,41,26.0027,42,3,14,1,2011
292,1,0,1,1,9.84,10.605,38,19.9995,60,3,15,1,2011
293,1,0,1,1,9.84,10.605,38,23.9994,78,3,16,1,2011
294,1,0,1,1,8.2,9.09,40,19.0012,162,3,17,1,2011
295,1,0,1,1,8.2,9.09,40,22.0028,144,3,18,1,2011
296,1,0,1,1,6.56,7.575,47,16.9979,99,3,19,1,2011
297,1,0,1,1,6.56,7.575,47,15.0013,64,3,20,1,2011
298,1,0,1,1,5.74,6.06,46,19.9995,40,3,21,1,2011
299,1,0,1,1,5.74,6.06,46,22.0028,30,3,22,1,2011
300,1,0,1,1,4.92,6.82,50,12.998,15,3,23,1,2011
301,1,0,1,1,4.92,6.82,50,12.998,14,4,0,1,2011
302,1,0,1,1,4.1,6.06,54,11.0014,5,4,1,1,2011
303,1,0,1,1,4.1,6.06,54,8.9981,1,4,2,1,2011
304,1,0,1,1,4.1,6.82,54,7.0015,1,4,3,1,2011
305,1,0,1,1,4.1,6.82,54,6.0032,8,4,5,1,2011
306,1,0,1,1,4.1,9.09,54,0.0,17,4,6,1,2011
307,1,0,1,1,4.1,6.06,74,11.0014,70,4,7,1,2011
308,1,0,1,1,4.92,8.335,68,0.0,158,4,8,1,2011
309,1,0,1,1,5.74,7.575,69,8.9981,117,4,9,1,2011
310,1,0,1,1,7.38,9.09,55,12.998,44,4,10,1,2011
311,1,0,1,1,7.38,8.335,51,19.0012,53,4,11,1,2011
312,1,0,1,1,8.2,9.85,44,16.9979,61,4,12,1,2011
313,1,0,1,1,9.02,9.85,37,26.0027,77,4,13,1,2011
314,1,0,1,1,9.02,10.605,41,19.0012,64,4,14,1,2011
315,1,0,1,1,9.84,12.12,38,11.0014,68,4,15,1,2011
316,1,0,1,1,9.02,12.12,41,7.0015,90,4,16,1,2011
317,1,0,1,1,9.02,11.365,41,11.0014,159,4,17,1,2011
318,1,0,1,1,8.2,12.88,47,0.0,139,4,18,1,2011
319,1,0,1,1,6.56,9.85,59,6.0032,92,4,19,1,2011
320,1,0,1,1,7.38,12.12,59,0.0,68,4,20,1,2011
321,1,0,1,1,6.56,11.365,69,0.0,52,4,21,1,2011
322,1,0,1,2,6.56,11.365,69,0.0,36,4,22,1,2011
323,1,0,1,2,7.38,12.12,55,0.0,27,4,23,1,2011
324,1,0,0,1,7.38,12.12,55,0.0,28,5,0,1,2011
325,1,0,0,2,6.56,9.85,59,6.0032,20,5,1,1,2011
326,1,0,0,2,6.56,9.85,59,6.0032,12,5,2,1,2011
327,1,0,0,2,6.56,11.365,59,0.0,8,5,3,1,2011
328,1,0,0,2,6.56,11.365,59,0.0,5,5,4,1,2011
329,1,0,0,1,6.56,11.365,59,0.0,1,5,5,1,2011
330,1,0,0,1,5.74,8.335,63,7.0015,3,5,6,1,2011
331,1,0,0,1,5.74,10.605,63,0.0,10,5,7,1,2011
332,1,0,0,1,5.74,7.575,63,8.9981,23,5,8,1,2011
333,1,0,0,1,6.56,9.09,64,8.9981,33,5,9,1,2011
334,1,0,0,1,7.38,9.85,59,11.0014,59,5,10,1,2011
335,1,0,0,1,8.2,9.85,55,15.0013,72,5,11,1,2011
336,1,0,0,1,9.84,11.365,48,15.0013,89,5,12,1,2011
337,1,0,0,1,11.48,12.88,38,19.9995,101,5,13,1,2011
338,1,0,0,1,12.3,14.395,39,19.0012,118,5,14,1,2011
339,1,0,0,2,13.12,15.91,36,12.998,129,5,15,1,2011
340,1,0,0,2,13.94,16.665,34,12.998,128,5,16,1,2011
341,1,0,0,2,13.12,15.15,36,19.0012,83,5,17,1,2011
342,1,0,0,2,12.3,14.395,45,16.9979,84,5,18,1,2011
343,1,0,0,2,13.12,15.15,39,16.9979,74,5,19,1,2011
344,1,0,0,2,13.12,15.15,39,16.9979,41,5,20,1,2011
345,1,0,0,2,13.12,15.15,39,15.0013,57,5,21,1,2011
346,1,0,0,2,12.3,15.91,42,7.0015,26,5,22,1,2011
347,1,0,0,1,12.3,14.395,45,19.0012,44,5,23,1,2011
348,1,0,0,1,10.66,15.15,56,0.0,39,6,0,1,2011
349,1,0,0,1,10.66,13.635,56,8.9981,23,6,1,1,2011
350,1,0,0,1,10.66,14.395,56,6.0032,16,6,2,1,2011
351,1,0,0,1,9.02,13.635,69,0.0,15,6,3,1,2011
352,1,0,0,1,10.66,12.88,56,11.0014,1,6,4,1,2011
353,1,0,0,2,10.66,12.88,56,11.0014,2,6,5,1,2011
354,1,0,0,2,10.66,12.88,56,11.0014,1,6,6,1,2011
355,1,0,0,2,9.84,10.605,56,19.9995,3,6,7,1,2011
356,1,0,0,1,9.02,10.605,55,19.0012,18,6,8,1,2011
357,1,0,0,1,9.02,10.605,51,16.9979,32,6,9,1,2011
358,1,0,0,1,9.02,10.605,51,19.0012,79,6,10,1,2011
359,1,0,0,1,9.84,11.365,44,16.9979,93,6,11,1,2011
360,1,0,0,1,9.84,10.605,41,19.0012,104,6,12,1,2011
361,1,0,0,1,10.66,11.365,35,19.9995,118,6,13,1,2011
362,1,0,0,1,11.48,13.635,36,16.9979,91,6,14,1,2011
363,1,0,0,1,10.66,12.12,38,16.9979,113,6,15,1,2011
364,1,0,0,1,9.84,11.365,38,15.0013,99,6,16,1,2011
365,1,0,0,1,9.02,10.605,37,16.9979,105,6,17,1,2011
366,1,0,0,1,8.2,10.605,40,11.0014,67,6,18,1,2011
367,1,0,0,1,7.38,9.85,47,8.9981,61,6,19,1,2011
368,1,0,0,1,7.38,9.85,47,11.0014,57,6,20,1,2011
369,1,0,0,1,7.38,9.85,51,11.0014,28,6,21,1,2011
370,1,0,0,2,8.2,10.605,49,8.9981,21,6,22,1,2011
371,1,0,0,2,8.2,11.365,40,7.0015,18,6,23,1,2011
372,1,1,0,2,8.2,9.85,47,15.0013,17,0,0,1,2011
373,1,1,0,2,8.2,9.85,44,12.998,16,0,1,1,2011
374,1,1,0,2,7.38,8.335,43,16.9979,8,0,2,1,2011
375,1,1,0,2,7.38,9.09,43,12.998,2,0,3,1,2011
376,1,1,0,2,7.38,9.85,43,8.9981,3,0,4,1,2011
377,1,1,0,2,7.38,9.85,43,11.0014,1,0,5,1,2011
378,1,1,0,2,7.38,9.09,43,12.998,5,0,6,1,2011
379,1,1,0,2,6.56,9.09,50,8.9981,13,0,7,1,2011
380,1,1,0,2,6.56,7.575,47,15.0013,33,0,8,1,2011
381,1,1,0,2,6.56,7.575,47,15.0013,47,0,9,1,2011
382,1,1,0,2,6.56,7.575,50,16.9979,57,0,10,1,2011
383,1,1,0,2,6.56,7.575,55,12.998,64,0,11,1,2011
384,1,1,0,2,7.38,9.85,47,8.9981,80,0,12,1,2011
385,1,1,0,2,7.38,9.85,47,8.9981,93,0,13,1,2011
386,1,1,0,2,7.38,10.605,43,7.0015,86,0,14,1,2011
387,1,1,0,2,8.2,10.605,47,11.0014,93,0,15,1,2011
